Mod:Item:MetaData, Localized Name
mysticalagriculture:prudentium_hoe, §aПрудентиумная мотыга
mysticalagriculture:prudentium_shears, §aПрудентиумные ножницы
mysticalagriculture:prudentium_bow, §aПрудентиумный лук
mysticalagriculture:prudentium_sickle, §aПрудентиумный серп
mysticalagriculture:prudentium_scythe, §aПрудентиумная коса
mysticalagriculture:prudentium_fishing_rod, §aПрудентиумная удочка
mysticalagriculture:intermedium_sword, §6Интермедиумный меч
mysticalagriculture:intermedium_pickaxe, §6Интермедиумная кирка
mysticalagriculture:intermedium_shovel, §6Интермедиумная лопата
mysticalagriculture:intermedium_axe, §6Интермедиумный топор
mysticalagriculture:intermedium_hoe, §6Интермедиумная мотыга
mysticalagriculture:intermedium_shears, §6Интермедиумные ножницы
mysticalagriculture:intermedium_bow, §6Интермедиумный лук
mysticalagriculture:intermedium_sickle, §6Интермедиумный серп
mysticalagriculture:intermedium_scythe, §6Интермедиумная коса
mysticalagriculture:intermedium_fishing_rod, §6Интермедиумная удочка
mysticalagriculture:superium_sword, §bСупериумный меч
mysticalagriculture:superium_pickaxe, §bСупериумная кирка
mysticalagriculture:superium_shovel, §bСупериумная лопата
mysticalagriculture:superium_axe, §bСупериумный топор
mysticalagriculture:superium_hoe, §bСупериумная мотыга
mysticalagriculture:superium_shears, §bСупериумные ножницы
mysticalagriculture:superium_bow, §bСупериумный лук
mysticalagriculture:superium_sickle, §bСупериумный серп
mysticalagriculture:superium_scythe, §bСупериумная коса
mysticalagriculture:superium_fishing_rod, §bСупериумная удочка
mysticalagriculture:supremium_sword, §cСупремиумный меч
mysticalagriculture:supremium_pickaxe, §cСупремиумная кирка
mysticalagriculture:supremium_shovel, §cСупремиумная лопата
mysticalagriculture:supremium_axe, §cСупремиумный топор
mysticalagriculture:supremium_hoe, §cСупремиумная мотыга
mysticalagriculture:supremium_shears, §cСупремиумные ножницы
mysticalagriculture:supremium_bow, §cСупремиумный лук
mysticalagriculture:supremium_sickle, §cСупремиумный серп
mysticalagriculture:supremium_scythe, §cСупремиумная коса
mysticalagriculture:supremium_fishing_rod, §cСупремиумная удочка
mysticalagriculture:inferium_helmet, §eИнфериумный шлем
mysticalagriculture:inferium_chestplate, §eИнфериумный нагрудник
mysticalagriculture:inferium_leggings, §eИнфериумные поножи
mysticalagriculture:inferium_boots, §eИнфериумные ботинки
mysticalagriculture:prudentium_helmet, §aПрудентиумный шлем
mysticalagriculture:prudentium_chestplate, §aПрудентиумный нагрудник
mysticalagriculture:prudentium_leggings, §aПрудентиумные поножи
mysticalagriculture:prudentium_boots, §aПрудентиумные ботинки
mysticalagriculture:intermedium_helmet, §6Интермедиумный шлем
mysticalagriculture:intermedium_chestplate, §6Интермедиумный нагрудник
mysticalagriculture:intermedium_leggings, §6Интермедиумные поножи
mysticalagriculture:intermedium_boots, §6Интермедиумные ботинки
mysticalagriculture:superium_helmet, §bСупериумный шлем
mysticalagriculture:superium_chestplate, §bСупериумный нагрудник
mysticalagriculture:superium_leggings, §bСупериумные поножи
mysticalagriculture:superium_boots, §bСупериумные ботинки
mysticalagriculture:supremium_helmet, §cСупремиумный шлем
mysticalagriculture:supremium_chestplate, §cСупремиумный нагрудник
mysticalagriculture:supremium_leggings, §cСупремиумные поножи
mysticalagriculture:supremium_boots, §cСупремиумные ботинки
mysticalagradditions:storage:0, §5Block of Insanium Essence
mysticalagradditions:storage:1, §5Block of Insanium
mysticalagradditions:storage:2, §5Block of Insanium Coal
mysticalagradditions:special:0, Nether Star Crux
mysticalagradditions:special:1, Dragon Egg Crux
mysticalagradditions:special:4, Awakened Draconium Crux
mysticalagradditions:special:5, Neutronium Crux
mysticalagradditions:tinkering_table, Мастерской стол
mysticalagradditions:tier6_inferium_crop, Tier 6 Inferium Crop
mysticalagradditions:nether_star_crop, Nether Star Crop
mysticalagradditions:dragon_egg_crop, Dragon Egg Crop
mysticalagradditions:awakened_draconium_crop, Awakened Draconium Crop
mysticalagradditions:neutronium_crop, Neutronium Crop
mysticalagradditions:insanium:0, §5Insanium Essence
mysticalagradditions:insanium:1, Tier 6 Crafting Seed
mysticalagradditions:insanium:2, §5Insanium Ingot
mysticalagradditions:insanium:3, §5Insanium Nugget
mysticalagradditions:insanium:4, Tier 6 Mob Chunk
mysticalagradditions:insanium:5, §5Insanium Coal
mysticalagradditions:stuff:0, Nether Star Shard
mysticalagradditions:stuff:1, Withering Soul
mysticalagradditions:stuff:2, Dragon Egg Chunk
mysticalagradditions:stuff:3, Dragon Scale
mysticalagradditions:stuff:69, Creative Essence
mysticalagradditions:nether_star_essence, Nether Star Essence
mysticalagradditions:dragon_egg_essence, Dragon Egg Essence
mysticalagradditions:awakened_draconium_essence, Awakened Draconium Essence
mysticalagradditions:neutronium_essence, Neutronium Essence
mysticalagradditions:tier6_inferium_seeds, Inferium Seeds
mysticalagradditions:nether_star_seeds, Nether Star Seeds
mysticalagradditions:dragon_egg_seeds, Dragon Egg Seeds
mysticalagradditions:awakened_draconium_seeds, Awakened Draconium Seeds
mysticalagradditions:neutronium_seeds, Neutronium Seeds
mysticalagradditions:charm:0, Шарм: Добыча AOE
mysticalagradditions:inferium_paxel, §eInferium Paxel
mysticalagradditions:prudentium_paxel, §aPrudentium Paxel
mysticalagradditions:intermedium_paxel, §6Intermedium Paxel
mysticalagradditions:superium_paxel, §bSuperium Paxel
mysticalagradditions:supremium_paxel, §cSupremium Paxel
ironchest:iron_chest:0, Железный сундук
ironchest:iron_chest:1, Золотой сундук
